FID;id;nome;uf;pib;estado_id;codigo_ibg;codigo_mun;ano;prestadore;servicos;populaca_1;agua;esgoto
233;2864;Ipubi;PE;139206;16;2607307;260730;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água e Esgoto;29,721000000000000;16,798999999999999;8,162000000000001
234;2866;Itaíba;PE;171267;16;2607505;260750;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26075040] Prefeitura Municipal de Itaíba - PMI";"Água; Res. Sólidos";26,411999999999999;17,699999999999999;0,000000000000000
235;2868;Itapetim;PE;59350;16;2607703;260770;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26077040] Prefeitura Municipal de Itapetim - PMI";"Água; Res. Sólidos";13,779999999999999;9,351000000000001;0,000000000000000
236;2877;Jucati;PE;51840;16;2608255;260825;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26082540] Prefeitura Municipal de Jucati - PMJ";"Água; Res. Sólidos";11,202000000000000;3,985000000000000;0,000000000000000
237;2878;Jupi;PE;72204;16;2608305;260830;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;14,525000000000000;2,576000000000000;0,000000000000000
238;2879;Jurema;PE;64304;16;2608404;260840;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26084040] Prefeitura Municipal de Jurema - PMJ";"Água; Res. Sólidos";15,170999999999999;13,000000000000000;0,000000000000000
239;2885;Lajedo;PE;194519;16;2608800;260880;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;39,240000000000002;39,146000000000001;0,000000000000000
240;2891;Mirandiba;PE;63997;16;2609303;260930;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26093040] Prefeitura Municipal Mirandiba - PE - PMM";"Água; Res. Sólidos";15,098000000000001;12,707000000000001;0,000000000000000
241;2892;Moreilândia;PE;50680;16;2614303;261430;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;11,242000000000001;5,336000000000000;0,000000000000000
242;2886;Limoeiro;PE;324666;16;2608909;260890;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;56,268999999999998;43,432000000000002;0,000000000000000
243;2889;Manari;PE;68949;16;2609154;260915;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;20,302000000000000;7,347000000000000;0,000000000000000
244;2896;Orobó;PE;102259;16;2609709;260970;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26097040] PREFEITURA - PMO";"Água; Res. Sólidos";23,663000000000000;7,434000000000000;0,000000000000000
245;2901;Panelas;PE;105295;16;2610202;261020;2015;"[26102011] Prefeitura Municipal de Panelas - PMP; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26102040] Prefeitura Municipal de Panelas - PMP";"Esgoto; Água; Res. Sólidos";26,463999999999999;16,338000000000001;14,410000000000000
246;2898;Ouricuri;PE;308963;16;2609907;260990;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26099040] PREFEITURA MUNICIPAL DE OURICURI - PMO";"Água; Res. Sólidos";67,676000000000002;48,927999999999997;0,000000000000000
247;2900;Palmeirina;PE;41444;16;2610103;261010;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26101040] Prefeitura Municipal de Palmeirina - PMP";"Água; Res. Sólidos";7,969000000000000;5,303000000000000;0,000000000000000
248;2902;Paranatama;PE;51518;16;2610301;261030;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26103040] Prefeitura Municipal de Paranatama - PMP";"Água; Res. Sólidos";11,356999999999999;1,392000000000000;0,000000000000000
249;2907;Pedra;PE;136273;16;2610806;261080;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;22,401000000000000;10,734000000000000;0,000000000000000
250;2903;Parnamirim;PE;103501;16;2610400;261040;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26104040] Prefeitura Municipal de Parnamirim - PMP";"Água; Res. Sólidos";21,193000000000001;12,236000000000001;0,000000000000000
251;2904;Passira;PE;128226;16;2610509;261050;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;28,981999999999999;17,454000000000001;0,000000000000000
252;2906;Paulista;PE;2129675;16;2610707;251090;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25109040] Prefeitura Municipal de Paulista - PMP";"Água; Res. Sólidos";12,215999999999999;4,678000000000000;0,000000000000000
253;2908;Pesqueira;PE;345822;16;2610905;261090;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26109040] Prefeitura Municipal de Pesqueira - PMP";"Água; Res. Sólidos";66,153000000000006;40,933000000000000;0,000000000000000
254;2917;Riacho das Almas;PE;101073;16;2611705;261170;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;20,177000000000000;12,754000000000000;0,000000000000000
255;2941;São Vicente Ferrer;PE;94852;16;2613800;261380;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;17,763000000000002;8,279000000000000;0,000000000000000
256;2911;Poção;PE;49338;16;2611200;261120;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;11,265000000000001;6,686000000000000;0,000000000000000
257;2915;Quixaba;PE;28296;16;2611533;261153;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;6,823000000000000;3,605000000000000;0,000000000000000
258;2920;Sairé;PE;85263;16;2612000;261200;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;10,436999999999999;9,731000000000000;0,000000000000000
259;2921;Salgadinho;PE;53829;16;2612109;251300;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25130011] Prefeitura Municipal de Salgadinho - PMS; [25130040] PREFEITURA MUNICIPAL DE SALGADINHO - PMS";"Água; Água e Esgoto; Res. Sólidos";3,871000000000000;1,305000000000000;692,000000000000000
260;2922;Salgueiro;PE;445485;16;2612208;261220;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26122040] PREFEITURA MUNICIPAL DO SALGUEIRO - PMS";"Água e Esgoto; Res. Sólidos";59,768999999999998;59,768999999999998;19,937000000000001
261;2924;Sanharó;PE;104564;16;2612406;261240;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;25,047000000000001;20,948000000000000;0,000000000000000
262;2925;Santa Cruz;PE;58311;16;2612455;251320;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25132040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA - SEMIU";"Água; Res. Sólidos";6,579000000000000;4,176000000000000;0,000000000000000
263;2926;Santa Cruz da Baixa Verde;PE;42117;16;2612471;261247;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26124740] Prefeitura Municipal de Santa Cruz da    Baixa Verde - PMSCBV";"Água; Res. Sólidos";12,375000000000000;191,000000000000000;0,000000000000000
264;2927;Santa Cruz do Capibaribe;PE;579347;16;2612505;261250;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;101,485000000000000;78,656000000000006;0,000000000000000
265;2930;Santa Maria do Cambucá;PE;72692;16;2612703;261270;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26127040] Secretaria Municipal de Saúde - SMS";"Água; Res. Sólidos";13,826000000000001;6,775000000000000;0,000000000000000
266;2933;São Bento do Una;PE;285254;16;2613008;261300;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;57,658999999999999;27,117999999999999;0,000000000000000
267;2934;São Caitano;PE;158228;16;2613107;261310;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26131040] Prefeitura Municipal de São Caetano - PMSC";"Água; Res. Sólidos";36,762999999999998;29,594000000000001;0,000000000000000
268;2936;São Joaquim do Monte;PE;113549;16;2613305;261330;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26133040] Município de São Joaquim do Monte - Prefeitura - PMSJM";"Água; Res. Sólidos";21,170999999999999;16,087000000000000;0,000000000000000
269;2938;São José do Belmonte;PE;141867;16;2613503;261350;2015;"[26135011] Prefeitura Municipal de São José do Belmonte - PMSJB; [26116000] Companhia Pernambucana de Saneamento - COMPESA";"Esgoto; Água";33,677000000000000;20,350999999999999;21,500000000000000
270;2939;São José do Egito;PE;161820;16;2613602;261360;2015;"[26136011] Prefeitura Municipal de São José do Egito - PMSJE; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26136040] Prefeitura Municipal de São José do Egito - PMSJE";"Esgoto; Água; Res. Sólidos";33,365000000000002;24,606000000000002;21,971000000000000
271;2942;Serra Talhada;PE;708567;16;2613909;261390;2015;"[26139011] Prefeitura Municipal de Serra Talhada - PMST; [26116000] Companhia Pernambucana de Saneamento - COMPESA";"Esgoto; Água";84,352000000000004;84,352000000000004;65,450000000000003
272;2943;Serrita;PE;78261;16;2614006;261400;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26140040] secretaria de meio ambiente de serrita - semas";"Água; Res. Sólidos";19,016999999999999;10,802000000000000;0,000000000000000
273;2944;Sertânia;PE;198391;16;2614105;261410;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;35,366999999999997;19,693000000000001;0,000000000000000
274;2947;Surubim;PE;357515;16;2614501;261450;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;63,165999999999997;63,165999999999997;0,000000000000000
275;2577;Aroeiras;PB;78026;15;2501302;250130;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25013040] Prefeitura Municipal de Aroeiras - PMA";"Água; Res. Sólidos";19,204000000000001;0,000000000000000;0,000000000000000
276;2948;Tabira;PE;113183;16;2614600;261460;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;27,957999999999998;25,815999999999999;0,000000000000000
277;2949;Tacaimbó;PE;55788;16;2614709;261470;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26147040] PREFEITURA MUNICPAL DE TACAIMBÓ - PMT";"Água; Res. Sólidos";12,891000000000000;8,999000000000001;0,000000000000000
278;2954;Terra Nova;PE;44352;16;2615201;261520;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;10,185000000000000;9,699999999999999;0,000000000000000
279;2958;Trindade;PE;141058;16;2615607;261560;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;29,518999999999998;29,518999999999998;0,000000000000000
280;2624;Coxixola;PB;10385;15;2504850;250485;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25048540] PREFEITURA MUNICIPAL DE COXIXOLA - PMC";"Água; Res. Sólidos";1,892000000000000;1,040000000000000;0,000000000000000
281;2674;Marizópolis;PB;26786;15;2509156;250915;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;6,522000000000000;5,665000000000000;0,000000000000000
282;3684;Açu;RN;403713;20;2400208;240020;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24002040] Secretaria Adjunta de Serviços Públicos - SERVIP";"Água; Res. Sólidos";57,292000000000002;42,363999999999997;0,000000000000000
283;3685;Afonso Bezerra;RN;46856;20;2400307;240030;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24003040] SECRETARIA DE OBRAS E SERVIÇOS URBANOS - SOSUR";"Água e Esgoto; Res. Sólidos";11,202000000000000;5,475000000000000;4,706000000000000
284;2780;Várzea;PB;14940;15;2517100;251710;2015;"[25171011] Prefeitura Municipal de Várzea - PMV; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25171040] Prefeitura Municipal de Várzea - PB - PMV";"Esgoto; Água; Res. Sólidos";2,747000000000000;2,426000000000000;1,800000000000000
285;2785;Afogados da Ingazeira;PE;197718;16;2600104;260010;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26001040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS  PÚBLICOS - PMAI";"Água; Res. Sólidos";36,709000000000003;36,709000000000003;0,000000000000000
286;2960;Tupanatinga;PE;110142;16;2615805;261580;2015;"[26158011] Prefeitura Municipal de Tupanatinga - PMT; [26116000] Companhia Pernambucana de Saneamento - COMPESA";"Esgoto; Água";26,454000000000001;11,835000000000001;10,000000000000000
287;2961;Tuparetama;PE;39625;16;2615904;261590;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;8,148999999999999;8,148999999999999;0,000000000000000
288;3700;Bodó;RN;18254;20;2401651;240165;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24016540] Prefeitura Municipal de Bodó - RN";"Água; Res. Sólidos";2,358000000000000;1,367000000000000;0,000000000000000
289;2963;Verdejante;PE;40864;16;2616100;261610;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;9,449999999999999;9,375999999999999;0,000000000000000
290;3704;Caiçara do Rio do Vento;RN;19721;20;2401909;240190;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;3,608000000000000;2,845000000000000;916,000000000000000
291;3683;Acari;RN;69464;20;2400109;240010;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24001040] PREFEITURA MUNICIPAL DE ACARI - PMA";"Água e Esgoto; Res. Sólidos";11,343999999999999;9,151000000000000;9,151000000000000
292;2964;Vertente do Lério;PE;63383;16;2616183;261618;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26161840] PREFEITURA MUNICIPAL DE VERTENTE DO LÉRIO - PMVL";"Água; Res. Sólidos";7,746000000000000;2,991000000000000;0,000000000000000
293;2965;Vertentes;PE;94956;16;2616209;261620;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26162040] Prefeitura Municipal de Vertentes - PMV";"Água; Res. Sólidos";19,975999999999999;14,625000000000000;0,000000000000000
294;3686;Água Nova;RN;15224;20;2400406;240040;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24004040] SECRETARIA MUNICIPAL DE INFRA - ESTRUTUTA E SERVIÇOS URBANOS - SEMISU";"Água; Res. Sólidos";3,210000000000000;2,055000000000000;0,000000000000000
295;3795;Rafael Fernandes;RN;25836;20;2410504;241050;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24105040] Prefeitura Municipal de Rafael Fernandes - PMRF";"Água; Res. Sólidos";5,040000000000000;2,841000000000000;0,000000000000000
296;716;Jati;CE;30035;6;2307205;230720;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23072040] Prefeitura Municipal de Jati - PMJ";"Água; Res. Sólidos";7,807000000000000;3,296000000000000;0,000000000000000
297;3743;Jardim de Piranhas;RN;76714;20;2405603;240560;2015;"[24056011] Prefeitura Municipal de Jardim de Piranhas - PMJP; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24056040] MUNICÍPIO DE JARDIM DE PIRANHAS - PMJP";"Esgoto; Água; Res. Sólidos";14,606000000000000;11,276000000000000;11,459000000000000
298;3758;Luís Gomes;RN;44571;20;2407005;240700;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;10,129000000000000;6,625000000000000;0,000000000000000
299;757;Penaforte;CE;44004;6;2310605;231060;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;8,817000000000000;5,679000000000000;0,000000000000000
300;3789;Pilões;RN;19292;20;2410009;251160;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25116040] administração - PMP";"Água; Res. Sólidos";6,728000000000000;0,000000000000000;0,000000000000000
301;718;Juazeiro do Norte;CE;1959969;6;2307304;230730;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23073040] Autarquia de Meio Ambiente de Juazeiro do Norte - AMAJU";"Água e Esgoto; Res. Sólidos";266,021999999999990;222,131000000000000;58,506999999999998
302;723;Maracanaú;CE;4100336;6;2307650;230765;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23076540] SECRETARIA DE INFRAESTRUTURA - SEINFRA";"Água e Esgoto; Res. Sólidos";221,503999999999990;147,550999999999990;65,227000000000004
303;642;Barbalha;CE;454410;6;2301901;230190;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;58,854999999999997;34,497999999999998;3,991000000000000
304;631;Aquiraz;CE;682571;6;2301000;230100;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;77,716999999999999;26,004000000000001;13,119999999999999
305;632;Aracati;CE;560865;6;2301109;230110;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23011040] SECRETARIA DE INFRAESTRUTURA E URBANISMO - SEINFRA";"Água e Esgoto; Res. Sólidos";72,727000000000004;36,101999999999997;9,694000000000001
306;639;Aurora;CE;98163;6;2301703;230170;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23017040] PREFEITURTA MUNICIPAL DE AURORA CEARA - PMA";"Água e Esgoto; Res. Sólidos";24,602000000000000;10,359000000000000;1,548000000000000
307;640;Baixio;CE;25021;6;2301802;230180;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;6,198000000000000;3,307000000000000;0,000000000000000
308;644;Barro;CE;88488;6;2302008;230200;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;22,279000000000000;11,332000000000001;1,273000000000000
309;647;Beberibe;CE;252153;6;2302206;230220;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23022040] Prefeitura Municipal de Beberibe - PMB";"Água e Esgoto; Res. Sólidos";52,310000000000002;8,570000000000000;3,280000000000000
310;664;Cedro;CE;106408;6;2303808;230380;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;25,013000000000002;12,298000000000000;881,000000000000000
311;678;Fortaleza;CE;37106309;6;2304400;230440;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23044040] SECRETARIA DE CONSERVAÇÃO E SERVIÇOS PÚBLICOS - SCSP";"Água e Esgoto; Res. Sólidos";0,000000000000000;0,000000000000000;0,000000000000000
312;657;Caririaçu;CE;95077;6;2303204;230320;2015;[23032011] Serviço Autônomo de Água e Esgoto - SAMAE;Água;26,858000000000001;15,372999999999999;0,000000000000000
313;679;Fortim;CE;78141;6;2304459;230445;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23044540] SECRETARIA DE DESENVOLVIMENTO URBANO DE FORTIM/CE - DESURB";"Água; Res. Sólidos";15,951000000000001;6,122000000000000;0,000000000000000
314;660;Cascavel;CE;447137;6;2303501;230350;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23035040] Prefeitura Municipal de Cascavel - PMC";"Água e Esgoto; Res. Sólidos";70,046999999999997;39,607999999999997;1,171000000000000
315;663;Caucaia;CE;2597520;6;2303709;230370;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;353,932000000000020;240,953000000000000;104,674000000000010
316;675;Eusébio;CE;1271649;6;2304285;230428;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23042840] Secretaria de Obras e Serviços Públicos - SOSP";"Água e Esgoto; Res. Sólidos";51,127000000000002;35,341999999999999;4,423000000000000
317;670;Crato;CE;846429;6;2304202;230420;2015;[23042011] Sociedade Anônima de Água e Esgoto do Crato - SAAEC;Água e Esgoto;128,680000000000010;127,432000000000000;35,527000000000001
318;667;Chorozinho;CE;90323;6;2303956;230395;2015;"[23039511] Prefeitura Municipal de Chorozinho - PMC; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23039540] Secretaria de Planejamento e Desenvolvimento Urbano - SPDU";"Esgoto; Água; Res. Sólidos";19,192000000000000;6,346000000000000;11,590000000000000
319;684;Granjeiro;CE;19560;6;2304806;230480;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23048040] Prefeitura Municipal de Granjeiro - PMG";"Água e Esgoto; Res. Sólidos";4,494000000000000;1,193000000000000;502,000000000000000
320;686;Guaiúba;CE;100646;6;2304954;230495;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;25,841000000000001;12,787000000000001;2,131000000000000
321;694;Icapuí;CE;191557;6;2305357;230535;2015;"[23053511] Serviço Autônomo de Água e Esgotos de Icapuí - SAAE; [23053540] Secretaria de Obras, Serviços Publicos e Urbanismo - Sec.Obras";"Água; Res. Sólidos";19,417999999999999;19,417999999999999;0,000000000000000
322;730;Milagres;CE;116869;6;2308302;230830;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;28,353999999999999;9,145000000000000;0,000000000000000
323;699;Ipaumirim;CE;50180;6;2305704;230570;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23057040] PREFEITURA MUNICIPAL DE IPAUMIRIM - PMI";"Água; Res. Sólidos";12,305000000000000;6,207000000000000;0,000000000000000
324;695;Icó;CE;287336;6;2305407;230540;2015;"[23054011] Serviço Autônomo de Água e Esgoto - SAAE; [23054040] PREFEITURA MUNICIPAL DE ICÓ - PMI/ICÓ";"Água e Esgoto; Res. Sólidos";67,197999999999993;49,536000000000001;17,850000000000001
325;711;Jaguaretama;CE;90615;6;2306702;230670;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23067040] Prefeitura Municipal de Jaguaretama - PMJ";"Água e Esgoto; Res. Sólidos";17,997000000000000;7,442000000000000;285,000000000000000
326;704;Itaiçaba;CE;35175;6;2306207;230620;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23062040] PREFEITURA MUNICIPAL DE ITAIÇABA-SECRETARIA DE INFRAESTRUTURA - PMI-SEINFRA";"Água; Res. Sólidos";7,656000000000000;2,434000000000000;0,000000000000000
327;705;Itaitinga;CE;183012;6;2306256;230625;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;38,539999999999999;35,545999999999999;708,000000000000000
328;712;Jaguaribara;CE;58002;6;2306801;230680;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;11,102000000000000;7,700000000000000;5,627000000000000
329;713;Jaguaribe;CE;223809;6;2306900;230690;2015;"[23069011] Serviço Autônomo de Água e Esgoto - SAAE; [23069040] Secretaria da Cidade e Infraestrutura - SEINFRA";"Água e Esgoto; Res. Sólidos";34,561000000000000;32,671999999999997;8,253000000000000
330;733;Missão Velha;CE;151710;6;2308401;230840;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;35,240000000000002;11,897000000000000;369,000000000000000
331;720;Lavras da Mangabeira;CE;120970;6;2307502;230750;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;31,382999999999999;14,855000000000000;0,000000000000000
332;721;Limoeiro do Norte;CE;402180;6;2307601;230760;2015;[23076011] Serviço Autônomo de Água e Esgoto - SAAE;Água e Esgoto;58,174999999999997;57,593000000000004;9,925000000000001
333;724;Maranguape;CE;753273;6;2307700;230770;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;123,569999999999990;71,863000000000000;7,088000000000000
334;728;Mauriti;CE;176512;6;2308104;230810;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23081040] PREFEITURA MUNICIPAL DE MAURITI - PMM";"Água e Esgoto; Res. Sólidos";46,113000000000000;15,000999999999999;2,671000000000000
335;736;Morada Nova;CE;383023;6;2308708;230870;2015;[23087011] Serviço de Autônomo de Água e Esgoto - SAAE;Água e Esgoto;61,902999999999999;58,000000000000000;1,600000000000000
336;744;Ocara;CE;84802;6;2309458;230945;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23094540] SECRETARIA DE INFRAESTRUTURA E DESENVOLVIMENTO URBANO - SEMID";"Água e Esgoto; Res. Sólidos";25,123000000000001;4,874000000000000;777,000000000000000
337;746;Pacajus;CE;514524;6;2309607;230960;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;68,799999999999997;40,003999999999998;1,851000000000000
338;747;Pacatuba;CE;554878;6;2309706;230970;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23097040] Secretaria de Infraestrutura e Meio Ambiente - SIMA";"Água e Esgoto; Res. Sólidos";80,378000000000000;58,003999999999998;30,798999999999999
339;750;Palhano;CE;46890;6;2310001;231000;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23100040] PREFEITURA MUNICIPAL DE PALHANO - PMP";"Água; Res. Sólidos";9,209000000000000;3,326000000000000;0,000000000000000
340;764;Porteiras;CE;59399;6;2311108;231110;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;15,010000000000000;5,178000000000000;867,000000000000000
341;774;Russas;CE;555646;6;2311801;231180;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;75,018000000000001;39,332999999999998;10,686999999999999
342;771;Quixeré;CE;776829;6;2311504;231150;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23115040] SECRETARIA DE DESENVOLVIMENTO URBANO, MEIO AMBIENTE E INFRAESTRUTURA - PMQ";"Água; Res. Sólidos";21,571999999999999;5,090000000000000;0,000000000000000
343;781;São Gonçalo do Amarante;CE;1117611;6;2312403;231240;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23124040] Secretaria de Meio Ambiente e Urbanismo - PMSGA";"Água e Esgoto; Res. Sólidos";47,296999999999997;15,927000000000000;5,987000000000000
344;788;Tabuleiro do Norte;CE;170464;6;2313104;231310;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;30,263000000000002;15,973000000000001;2,041000000000000
345;797;Umari;CE;29244;6;2313708;231370;2015;"[23137011] Prefeitura Municipal de Umari - PMU; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137040] PREFEITURA MUNICIPAL DE UMARI - PMU";"Esgoto; Água; Res. Sólidos";7,665000000000000;2,451000000000000;4,550000000000000
346;802;Várzea Alegre;CE;161977;6;2314003;231400;2015;"[23140011] Prefeitura Municipal de Várzea Alegre - PMVA; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23140040] Prefeitura Municipal de Várzea Alegre - PMVA";"Esgoto; Água; Res. Sólidos";40,061999999999998;21,501000000000001;17,899999999999999
347;760;Pindoretama;CE;90237;6;2310852;231085;2015;"[23108511] Serviço Autônomo de Água e Esgoto - SAAE; [23108540] PREFEITURA MUNICIPAL DE PINDORETAMA - PMP";"Água; Res. Sólidos";20,207000000000001;12,100000000000000;0,000000000000000
348;3778;Parelhas;RN;128053;20;2408904;240890;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24089040] PREFEITURA MUNICIPAL DE PARELHAS - PMPARELHAS";"Água e Esgoto; Res. Sólidos";21,483000000000001;18,032000000000000;17,786000000000001
349;3779;Parnamirim;RN;2350562;20;2403251;261040;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26104040] Prefeitura Municipal de Parnamirim - PMP";"Água; Res. Sólidos";21,193000000000001;12,236000000000001;0,000000000000000
350;3781;Passagem;RN;16133;20;2409209;251070;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;2,383000000000000;2,115000000000000;0,000000000000000
351;3782;Patu;RN;59390;20;2409308;240930;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;12,706000000000000;417,000000000000000;0,000000000000000
