codigo_municipio;municipio;uf;ano;prestadores;servicos;populacao;agua;esgoto
251190;Pitimbu;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;18685;4096;
251200;Pocinhos;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25120040] Prefeitura Municipal de Pocinhos - PMP";"Água; Res Sólidos";18272;;
251203;Poço Dantas;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25120340] Prefeitura Municipal de Poço Dantas - PMPD";"Água; Res Sólidos";3778;796;
251207;Poço de José de Moura;PB;2015;"[25120711] Prefeitura Municipal de Poço de José de Moura - PMPJM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25120740] Prefeitura Municipal de Poço de José de Moura - PMPJM";"Água; Água; Res Sólidos";4245;3953;
251210;Pombal;PB;2015;"[25121011] Prefeitura Municipal de Pombal - PMP; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25121040] Prefeitura Municipal de Pombal - PMP";"Esgoto; Água; Res Sólidos";32712;32051;17412
251220;Prata;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;4109;2748;
251230;Princesa Isabel;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;22995;17405;
251240;Puxinanã;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;13557;4947;
251250;Queimadas;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25125040] Prefeitura Municipal de Queimadas - PMQ";"Água e Esgoto; Res Sólidos";43667;30488;638
251260;Quixabá;PB;2015;"[25126011] Prefeitura Municipal de Quixabá - PMQ; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25126040] Prefeitura Municipal de Quixaba - PMQ";"Esgoto; Água; Res Sólidos";1901;978;80
251270;Remígio;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25127040] Secretaria  de Agricultura e Meio Ambiente - sama";"Água; Res Sólidos";19149;;
251274;Riachão;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25127440] Prefeitura Municipal de Riachão - PMR";"Água; Res Sólidos";3531;;
251275;Riachão do Bacamarte;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;4476;2228;
251278;Riacho de Santo Antônio;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25127840] Prefeitura Municipal de Riacho de Santo Antônio - PMRSA";"Água; Res Sólidos";1923;;
251280;Riacho dos Cavalos;PB;2015;"[25128011] Prefeitura Municipal de Riacho dos Cavalos - PMRC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25128040] Prefeitura Municipal de Riacho dos Cavalos - PMRC";"Esgoto; Água; Res Sólidos";8563;;8538
251290;Rio Tinto;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25129040] PREFEITURA MUNICIPAL DE RIO TINTO - PMRT";"Água; Res Sólidos";24023;13383;
251300;Salgadinho;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25130011] Prefeitura Municipal de Salgadinho - PMS; [25130040] PREFEITURA MUNICIPAL DE SALGADINHO - PMS";"Água; Água e Esgoto; Res Sólidos";3871;1305;692
251310;Salgado de São Félix;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25131040] SECRETARIA DE INFRAESTRUTURA - SEINFRA";"Água; Res Sólidos";12144;4283;
251320;Santa Cruz;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25132040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA - SEMIU";"Água; Res Sólidos";6579;4176;
251330;Santa Helena;PB;2015;"[25133011] Prefeitura Municipal de Santa Helena - PMSH; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25133040] PREFEITURA MUNICIPAL DE SANTA HELENA - PMSH";"Esgoto; Água; Res Sólidos";5917;3252;1700
251335;Santa Inês;PB;2015;"[25133511] Prefeitura Municipal de Santa Inês - PMSI; [25133540] Prefeitura Municipal de Santa Inês - PMSI";"Água e Esgoto; Res Sólidos";3594;1450;1400
251340;Santa Luzia;PB;2015;"[25134011] Prefeitura Municipal de Santa Luzia - PMSL; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25134040] Prefeitura Municipal de Santa Luzia - PMSL";"Esgoto; Água; Res Sólidos";15278;14197;13991
251350;Santana de Mangueira;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25135040] Prefeitura Municipal de Santana de Mangueira - PMSM";"Água; Res Sólidos";5223;2902;
251360;Santana dos Garrotes;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25136040] Prefeitura Municipal de Santana dos Garrotes - PMSG";"Água; Res Sólidos";7113;4129;
251370;Santa Rita;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água e Esgoto;134940;118055;5101
251380;Santa Teresinha;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25138040] Prefeitura Municipal de Santa Teresinha - PMST";"Água; Res Sólidos";4592;3188;
251392;São Bentinho;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;4451;3356;
251390;São Bento;PB;2015;"[25139011] Prefeitura Municipal de São Bento - PMSB; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25139040] Prefeitura Municipal de São Bento - PMSB";"Esgoto; Água; Res Sólidos";33464;28382;26000
251394;São Domingos do Cariri;PB;2015;"[25139411] Prefeitura Municipal de São Domingos do Cariri - PMSDC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25139440] Prefeitura Municipal de São Domingos do Cariri - PMSDC";"Esgoto; Água; Res Sólidos";2563;1751;800
251398;São Francisco;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25139840] PREITURA MUNICIPAL DE SÃO FRANCISCO - PMSF";"Água; Res Sólidos";3375;1578;
251400;São João do Cariri;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;4323;3624;
250070;São João do Rio do Peixe;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25007040] Prefeitura Municipal de São João do Rio do Peixe-PB - PMSJRP";"Água; Res Sólidos";17929;;
251420;São José da Lagoa Tapada;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25142040] PREFEITURA MUNICIPAL DE SÃO JOSÉ DA LAGOA TAPADA - PMSJLT";"Água; Res Sólidos";7677;3360;
251430;São José de Caiana;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;6231;3161;
251440;São José de Espinharas;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;4684;2074;
251450;São José de Piranhas;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25145040] Prefeitura Municipal de São José de Piranhas - PMSJP";"Água; Res Sólidos";19956;16001;
251460;São José do Bonfim;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25146040] SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE - SEMMA";"Água; Res Sólidos";3492;2057;
251465;São José do Brejo do Cruz;PB;2015;"[25146511] Prefeitura Municipal de São José do Brejo do Cruz - PMSJBC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25146540] PREFEITURA MUNICIPAL DE SÃO JOSÉ DO BREJO DO CRUZ - PMSJBC";"Esgoto; Água; Res Sólidos";1780;1318;400
251470;São José do Sabugi;PB;2015;"[25147011] Prefeitura Municipal de São José do Sabugi - PMSJS; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25147040] Secretaria de Infraestrutura do Municipio - SIM";"Esgoto; Água; Res Sólidos";4124;3375;2212
251480;São José dos Cordeiros;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;3729;2487;
251445;São José dos Ramos;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25144540] Prefeitura Municípial de São José dos Ramos-PB - PMSJR";"Água; Res Sólidos";5870;2622;
251490;São Mamede;PB;2015;"[25149011] Prefeitura Municipal de São Mamede - PMSM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25149040] Prefeitura Municipal de São Mamede - PMSM";"Esgoto; Água; Res Sólidos";7756;7232;5935
251510;São Sebastião de Lagoa de Roça;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25151040] Prefeitura Municipal de Sao Sebastiao de Lagoa de Roca - PB";"Água; Res Sólidos";11677;5425;
251520;São Sebastião do Umbuzeiro;PB;2015;"[25152011] Prefeitura Municipal de São Sebastião do Umbuzeiro - PMSSU; [25152040] PREFEITURA MUNICIPAL DE SÃO SEBASTIÃO DO UMBUZEIRO - PMSSU";"Água e Esgoto; Res Sólidos";3440;2500;2300
251530;Sapé;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25153040] Prefeitura Municipal de Sapé - PMS";"Água e Esgoto; Res Sólidos";52218;34410;10941
251540;Seridó;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25154040] PREFEITURA MUNICIPAL DE SÃO VICENTE DO SERIDÓ - PMSVS";"Água; Res Sólidos";10900;4412;
251550;Serra Branca;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;13564;10630;
251560;Serra da Raiz;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25156040] PREFEITURA MUNICIPAL DE SERRA DA RAIZ - PMSR";"Água; Res Sólidos";3154;2335;
251570;Serra Grande;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25157040] Prefeitura Municipal de Serra Grande - PMSG";"Água; Res Sólidos";3078;2539;
251580;Serra Redonda;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25158040] PREFEITURA MUNICIPAL DE SERRA REDONDA - PMSR";"Água; Res Sólidos";7053;;
251590;Serraria;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25159040] PREFEITURA MUNICIPAL DE SERRARIA - PMS";"Água; Res Sólidos";6153;3958;
251593;Sertãozinho;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25159340] Prefeitura Municipal de Sertãozinho - PMS";"Água; Res Sólidos";4892;4379;
251597;Sobrado;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;7712;2085;
251600;Solânea;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25160040] Secretária de Serviços Públicos, Transportes e Estradas - SEINFRA";"Água; Res Sólidos";26734;18844;
251610;Soledade;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25161040] Prefeitura Municipal de Soledade - PMS";"Água; Res Sólidos";14714;12425;
251620;Sousa;PB;2015;"[25162011] Departamento de Água, Esgoto e Saneamento Ambiental de Sousa - DAESA; [25162040] Departamento de Água, Esgotos e Saneamento Ambiental de Sousa - DAESA";"Água e Esgoto; Res Sólidos";68822;61453;28819
251630;Sumé;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água e Esgoto;16784;14948;4375
251640;Tacima;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25164040] Prefeitura Municipal Tacima - PMT";"Água; Res Sólidos";10822;6037;
251650;Taperoá;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;15376;;
251660;Tavares;PB;2015;"[25166011] Prefeitura Municipal de Tavares - PMT; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25166040] SECRETARIA DE OBRAS E SERVIÇOS URBANOS - SOSU";"Esgoto; Água; Res Sólidos";14568;10383;6811
251670;Teixeira;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25167040] Secretaria de Obras e Serviços Urbanos - sosu";"Água; Res Sólidos";14974;9520;
251675;Tenório;PB;2015;"[25167511] Prefeitura Municipal de Tenório - PMT; [25167540] Prefeitura Municipal de Tenório - PMT";"Água e Esgoto; Res Sólidos";3011;1200;1
251680;Triunfo;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25168040] Prefeitura Municipal de Triunfo - PMT";"Água; Res Sólidos";9447;;
251690;Uiraúna;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25169040] PREFEITURA MUNICIPAL DE UIRAÚNA - PMU";"Água; Res Sólidos";15228;12794;
251700;Umbuzeiro;PB;2015;"[25170011] Prefeitura Municipal de Umbuzeiro - PMU; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25170040] Prefeitura Municipal de Umbuzeiro - PMU";"Esgoto; Água; Res Sólidos";9889;1360;1000
251710;Várzea;PB;2015;"[25171011] Prefeitura Municipal de Várzea - PMV; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25171040] Prefeitura Municipal de Várzea - PB - PMV";"Esgoto; Água; Res Sólidos";2747;2426;1800
251720;Vieirópolis;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25172040] SECRETARIA DE OBRAS E SERVIÇOS PÚBLICOS - SOSP";"Água; Res Sólidos";5295;1186;
250550;Vista Serrana;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;3744;2900;
251740;Zabelê;PB;2015;"[25174011] Prefeitura Municipal de Zabelê - PMZ; [25174040] Prefeitura Municipal de Zabelê - PMZ";"Água; Res Sólidos";2208;1566;
260005;Abreu e Lima;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água e Esgoto;98602;86526;22002
260010;Afogados da Ingazeira;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26001040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS  PÚBLICOS - PMAI";"Água; Res Sólidos";36709;36709;
260020;Afrânio;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;19031;9755;
260030;Agrestina;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;24256;23436;
260040;Água Preta;PE;2015;[26004011] Serviço Autônomo de Água e Esgoto - SAAE;Água;35698;19571;
260050;Águas Belas;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26005040] SECRETARIA DE INFRAESTRUTURA - SEINFRA";"Água; Res Sólidos";42566;20270;
260060;Alagoinha;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26006040] Prefeitura Municipal de Alagoinha - PMA";"Água; Res Sólidos";14341;6273;
260070;Aliança;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;38255;24440;
260080;Altinho;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;22876;18190;
260090;Amaraji;PE;2015;[26009011] Serviço Autônomo de Água e Esgoto - SAAE;Água;22643;20000;
260100;Angelim;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26010040] Prefeitura Municipal de Angelim - PMA";"Água; Res Sólidos";10882;7541;
260105;Araçoiaba;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;19816;5554;
260110;Araripina;PE;2015;"[26011011] Prefeitura Municipal de Araripina - PMA; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26011040] Prefeitura Municipal de Araripina - PMA";"Esgoto; Água; Res Sólidos";82800;53978;35531
260120;Arcoverde;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água e Esgoto;72625;67787;3859
260130;Barra de Guabiraba;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;13953;13764;
260140;Barreiros;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água e Esgoto;42220;35219;13555
260150;Belém de Maria;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26015040] Prefeitura Municipal de Belém de Maria - PMBM";"Água; Res Sólidos";11888;8448;
260160;Belém de São Francisco;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;20675;15175;
260170;Belo Jardim;PE;2015;"[26017011] Prefeitura Municipal de Belo Jardim - PMBJ; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26017040] Prefeitura Municipal de Belo Jardim - PMBJ";"Esgoto; Água; Res Sólidos";75462;75462;53155
260180;Betânia;PE;2015;"[26018011] Prefeitura Municipal de Betania - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA";"Esgoto; Água";12539;5691;3878
260190;Bezerros;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;60386;48789;
260200;Bodocó;PE;2015;"[26020011] Prefeitura Municipal de Bodocó - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26020040] Prefeitura Municipal de Bodocó - PMB";"Esgoto; Água; Res Sólidos";37317;17068;20037
260210;Bom Conselho;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;47760;30960;
260220;Bom Jardim;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;38924;24988;
260230;Bonito;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;38094;32321;
260240;Brejão;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;8989;4013;
260250;Brejinho;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26025040] PREFEITURA MUNICIPAL DE BREJINHO - PMB";"Água; Res Sólidos";7464;4740;
260260;Brejo da Madre de Deus;PE;2015;"[26026011] Prefeitura Municipal de Brejo da Madre de Deus - PMBMD; [26116000] Companhia Pernambucana de Saneamento - COMPESA";"Esgoto; Água";49092;27327;20000
260270;Buenos Aires;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26027040] PREFEITURA MUNICIPAL DE BUENOS AIRES - PMBA";"Água; Res Sólidos";13012;9374;
260280;Buíque;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;56523;17066;
260290;Cabo de Santo Agostinho;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26029040] Prefeitura Municipal do Cabo de Santo Agostinho - PMCSA";"Água e Esgoto; Res Sólidos";200546;167430;23981
260300;Cabrobó;PE;2015;"[26030011] Prefeitura Municipal de Cabrobó - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26030040] Secretaria de Infraestrutua Urbana - SEINFRA";"Esgoto; Água; Res Sólidos";33247;27637;21320
260310;Cachoeirinha;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;19951;17392;
260320;Caetés;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26032040] Prefeitura Municipal de Caetés - PMC";"Água; Res Sólidos";28145;6536;
260330;Calçado;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26033040] Prefeitura Municipal de Calçado - PMC";"Água; Res Sólidos";11136;3922;
260340;Calumbi;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;5745;2649;
260345;Camaragibe;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26034540] Diretoria de Limpeza Urbana - DILURB";"Água e Esgoto; Res Sólidos";154054;120819;2734
260350;Camocim de São Félix;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26035040] Prefeitura Municipal de Camocim - PMC";"Água; Res Sólidos";18292;13072;
260360;Camutanga;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;8450;6631;
260370;Canhotinho;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26037040] Prefeitura Municipal de Canhotinho - PMC";"Água; Res Sólidos";24837;14181;
260380;Capoeiras;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;19997;7092;
260390;Carnaíba;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;19318;11972;
260392;Carnaubeira da Penha;PE;2015;"[26039211] Prefeitura Municipal de Carnaubeira da Penha - PMCP; [26039240] Prefeitura Municipal - PM";"Água e Esgoto; Res Sólidos";12603;3200;3200
260400;Carpina;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;81054;76048;
260410;Caruaru;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041040] Prefeitura Municipal Caruaru - PMC";"Água e Esgoto; Res Sólidos";347088;339749;152841
260415;Casinhas;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041540] Prefeitura Muncipal de Casinhas - PMC";"Água; Res Sólidos";14219;1670;
260420;Catende;PE;2015;[26042011] Serviço Autônomo de Água e Esgoto - SAAE;Água;41369;35200;
260430;Cedro;PE;2015;"[26043011] Prefeitura Municipal de Cedro - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26043040] Prefeitura Municipal de Cedro - PMC";"Esgoto; Água; Res Sólidos";11515;8525;6721
260440;Chã de Alegria;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;13206;8908;
260450;Chã Grande;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26045040] Prefeitura Municipal de Chã Grande - PMCG";"Água; Res Sólidos";21274;13598;
260460;Condado;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26046040] Prefeitura Municipal de Condado - PMC";"Água; Res Sólidos";25823;12491;
260470;Correntes;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;17968;12129;
260480;Cortês;PE;2015;[26048011] Prefeitura Municipal de Cortês - PMC;Água;12602;8497;
260490;Cumaru;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;13132;7009;
260500;Cupira;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;23841;23841;
260510;Custódia;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051040] Prefeitura Municipal de Custódia - PMC";"Água; Res Sólidos";36184;21359;
260515;Dormentes;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051540] SECRETARIA DE AGRICULTURA, INFRAESTRUTURA, RECURSOS HÍDRICOS E MEIO AMBIENTE - SEAGRIMA";"Água e Esgoto; Res Sólidos";18321;7873;5077
260520;Escada;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26052040] Prefeitura Municipal de Escada - PME";"Água; Res Sólidos";67381;49730;
260530;Exu;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;31928;18481;
260540;Feira Nova;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;21710;18432;
260545;Fernando de Noronha;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água e Esgoto;2930;2930;2129
260550;Ferreiros;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26055040] PREFEITURA MUNICIPAL DE FERREIROS - PMF";"Água; Res Sólidos";11957;9935;
260560;Flores;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;22588;12911;
260570;Floresta;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26057040] PREFEITURA MUNICIPAL DE FLORESTA - PMF";"Água; Res Sólidos";31809;27172;
260580;Frei Miguelinho;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;15137;6063;
260590;Gameleira;PE;2015;[26059011] Serviço Autônomo de Água e Esgoto da Gameleira - SAAEG;Água;30132;18836;
260600;Garanhuns;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água e Esgoto;136949;136949;13707
260610;Glória do Goitá;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;30220;16508;
260620;Goiana;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26062040] SECRETARIA DE MANUTENÇÃO GERAL E ABASTECIMENTO - SEMANGES";"Água; Res Sólidos";78618;45319;
260630;Granito;PE;2015;"[26063011] Prefeitura Municipal de Granito - PMG; [26116000] Companhia Pernambucana de Saneamento - COMPESA";"Esgoto; Água";7308;3756;3368
260640;Gravatá;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água e Esgoto;81893;81893;1512
260660;Ibimirim;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26066040] Prefeitura Municipla de Ibimirim - PMI";"Água; Res Sólidos";28604;15556;
260670;Ibirajuba;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26067040] Prefeitura Municipal de Ibirajuba - PMI";"Água; Res Sólidos";7725;4029;
260680;Igarassu;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26068040] Secretaria de Serviços Públicos - ssp";"Água e Esgoto; Res Sólidos";112463;77346;2455
260690;Iguaraci;PE;2015;"[26069011] Prefeitura Municipal de Iguaraci - PMI; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26069040] PREFEITURA MUNICIPAL DE IGUARACY - PMI";"Esgoto; Água; Res Sólidos";12137;8144;12117
260760;Ilha de Itamaracá;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26076040] SECRETÁRIA DE INFRAESTRUTURA - SEINFRA";"Água; Res Sólidos";24888;24888;
260700;Inajá;PE;2015;[26070011] Prefeitura Municipal de Inajá - PMI;Água e Esgoto;21932;13264;5021
260710;Ingazeira;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;4556;2147;
260720;Ipojuca;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26072040] Secretaria de Infraestrutura e Serviço Municpais - SEINFRA";"Água e Esgoto; Res Sólidos";91341;52777;10918
260730;Ipubi;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água e Esgoto;29721;16799;8162
260740;Itacuruba;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;4754;4754;
260750;Itaíba;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26075040] Prefeitura Municipal de Itaíba - PMI";"Água; Res Sólidos";26412;17700;
260770;Itapetim;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26077040] Prefeitura Municipal de Itapetim - PMI";"Água; Res Sólidos";13780;9351;
260775;Itapissuma;PE;2015;"[26077511] Prefeitura Municipal de Itapissuma - PMI; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26077540] SECRETARIA DE OBRAS E SERVIÇOS URBANOS - SOSU";"Esgoto; Água; Res Sólidos";25798;14781;3000
260780;Itaquitinga;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;16753;8972;
260790;Jaboatão dos Guararapes;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26079040] SECRETARIA EXECUTIVA DE SERVIÇOS URBANOS - SESURB";"Água e Esgoto; Res Sólidos";686122;508084;45689
260795;Jaqueira;PE;2015;[26079511] Prefeitura Municipal de Jaqueira - PMJ;Água;11664;10500;
260800;Jataúba;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;16858;2592;
260805;Jatobá;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26080540] Prefeitura Municipal de Jatobá - PMJ";"Água; Res Sólidos";14587;11445;
