Código do Município ;Município ;Estado ;Ano de Referência ;Prestadores ;Serviços ;POP_TOT - População total do município do ano de referência (Fonte: IBGE): (Habitantes);AG001 - População total atendida com abastecimento de água (Habitantes);ES001 - População total atendida com esgotamento sanitário (Habitantes)
251090;Paulista;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25109040] Prefeitura Municipal de Paulista - PMP";"Água; Res. Sólidos";12.216;4.678;
251100;Pedra Branca;PB;2015;"[25110011] Prefeitura Municipal de Pedra Branca - PMPB; [25110040] Prefeitura Municipal de Pedra Branca - PMPB";"Água e Esgoto; Res. Sólidos";3.796;2.550;1.200
251110;Pedra Lavrada;PB;2015;"[25111011] Prefeitura Municipal de Pedra Lavrada - PMPL; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25111040] PREFEITURA MUNICIPAL DE PEDRA LAVRADA - PMPL";"Esgoto; Água; Res. Sólidos";7.982;3.709;2.928
251120;Pedras de Fogo;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25112040] Secretaria de Agricultura e Meio Ambiente - SAMA";"Água e Esgoto; Res. Sólidos";28.286;9.873;1.596
251272;Pedro Régis;PB;2015;"[25127211] Prefeitura Municipal de Pedro Régis - PMPR; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25127240] Prefeitura Municipal de Pedro Régis - PMPR";"Água; Água; Res. Sólidos";6.034;4.539;
251130;Piancó;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25113040] PREFEITURA MUNICIPAL DE PIANCÓ - PMP";"Água; Res. Sólidos";15.985;12.190;
251140;Picuí;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;18.670;13.705;
251150;Pilar;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25115040] secretaria de infra estrutura - seinfra";"Água; Res. Sólidos";11.786;7.847;
251160;Pilões;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25116040] administração - PMP";"Água; Res. Sólidos";6.728;;
251170;Pilõezinhos;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;5.118;3.174;
251180;Pirpirituba;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25118040] SECRETARIA DE DESENVOLVIMENTO ECONÔMICO - SDE";"Água; Res. Sólidos";10.555;8.944;
251190;Pitimbu;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;18.685;4.096;
251200;Pocinhos;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25120040] Prefeitura Municipal de Pocinhos - PMP";"Água; Res. Sólidos";18.272;;
251203;Poço Dantas;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25120340] Prefeitura Municipal de Poço Dantas - PMPD";"Água; Res. Sólidos";3.778;796;
251207;Poço de José de Moura;PB;2015;"[25120711] Prefeitura Municipal de Poço de José de Moura - PMPJM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25120740] Prefeitura Municipal de Poço de José de Moura - PMPJM";"Água; Água; Res. Sólidos";4.245;3.953;
251210;Pombal;PB;2015;"[25121011] Prefeitura Municipal de Pombal - PMP; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25121040] Prefeitura Municipal de Pombal - PMP";"Esgoto; Água; Res. Sólidos";32.712;32.051;17.412
251220;Prata;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;4.109;2.748;
251230;Princesa Isabel;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;22.995;17.405;
251240;Puxinanã;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;13.557;4.947;
251250;Queimadas;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25125040] Prefeitura Municipal de Queimadas - PMQ";"Água e Esgoto; Res. Sólidos";43.667;30.488;638
251260;Quixabá;PB;2015;"[25126011] Prefeitura Municipal de Quixabá - PMQ; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25126040] Prefeitura Municipal de Quixaba - PMQ";"Esgoto; Água; Res. Sólidos";1.901;978;80
251270;Remígio;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25127040] Secretaria  de Agricultura e Meio Ambiente - sama";"Água; Res. Sólidos";19.149;;
251274;Riachão;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25127440] Prefeitura Municipal de Riachão - PMR";"Água; Res. Sólidos";3.531;;
251275;Riachão do Bacamarte;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;4.476;2.228;
251278;Riacho de Santo Antônio;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25127840] Prefeitura Municipal de Riacho de Santo Antônio - PMRSA";"Água; Res. Sólidos";1.923;;
251280;Riacho dos Cavalos;PB;2015;"[25128011] Prefeitura Municipal de Riacho dos Cavalos - PMRC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25128040] Prefeitura Municipal de Riacho dos Cavalos - PMRC";"Esgoto; Água; Res. Sólidos";8.563;;8.538
251290;Rio Tinto;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25129040] PREFEITURA MUNICIPAL DE RIO TINTO - PMRT";"Água; Res. Sólidos";24.023;13.383;
251300;Salgadinho;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25130011] Prefeitura Municipal de Salgadinho - PMS; [25130040] PREFEITURA MUNICIPAL DE SALGADINHO - PMS";"Água; Água e Esgoto; Res. Sólidos";3.871;1.305;692
251310;Salgado de São Félix;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25131040] SECRETARIA DE INFRAESTRUTURA - SEINFRA";"Água; Res. Sólidos";12.144;4.283;
251320;Santa Cruz;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25132040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA - SEMIU";"Água; Res. Sólidos";6.579;4.176;
251330;Santa Helena;PB;2015;"[25133011] Prefeitura Municipal de Santa Helena - PMSH; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25133040] PREFEITURA MUNICIPAL DE SANTA HELENA - PMSH";"Esgoto; Água; Res. Sólidos";5.917;3.252;1.700
251335;Santa Inês;PB;2015;"[25133511] Prefeitura Municipal de Santa Inês - PMSI; [25133540] Prefeitura Municipal de Santa Inês - PMSI";"Água e Esgoto; Res. Sólidos";3.594;1.450;1.400
251340;Santa Luzia;PB;2015;"[25134011] Prefeitura Municipal de Santa Luzia - PMSL; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25134040] Prefeitura Municipal de Santa Luzia - PMSL";"Esgoto; Água; Res. Sólidos";15.278;14.197;13.991
251350;Santana de Mangueira;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25135040] Prefeitura Municipal de Santana de Mangueira - PMSM";"Água; Res. Sólidos";5.223;2.902;
251360;Santana dos Garrotes;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25136040] Prefeitura Municipal de Santana dos Garrotes - PMSG";"Água; Res. Sólidos";7.113;4.129;
251370;Santa Rita;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água e Esgoto;134.940;118.055;5.101
251380;Santa Teresinha;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25138040] Prefeitura Municipal de Santa Teresinha - PMST";"Água; Res. Sólidos";4.592;3.188;
251392;São Bentinho;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;4.451;3.356;
251390;São Bento;PB;2015;"[25139011] Prefeitura Municipal de São Bento - PMSB; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25139040] Prefeitura Municipal de São Bento - PMSB";"Esgoto; Água; Res. Sólidos";33.464;28.382;26.000
251394;São Domingos do Cariri;PB;2015;"[25139411] Prefeitura Municipal de São Domingos do Cariri - PMSDC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25139440] Prefeitura Municipal de São Domingos do Cariri - PMSDC";"Esgoto; Água; Res. Sólidos";2.563;1.751;800
251398;São Francisco;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25139840] PREITURA MUNICIPAL DE SÃO FRANCISCO - PMSF";"Água; Res. Sólidos";3.375;1.578;
251400;São João do Cariri;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;4.323;3.624;
250070;São João do Rio do Peixe;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25007040] Prefeitura Municipal de São João do Rio do Peixe-PB - PMSJRP";"Água; Res. Sólidos";17.929;;
251420;São José da Lagoa Tapada;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25142040] PREFEITURA MUNICIPAL DE SÃO JOSÉ DA LAGOA TAPADA - PMSJLT";"Água; Res. Sólidos";7.677;3.360;
251430;São José de Caiana;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;6.231;3.161;
251440;São José de Espinharas;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;4.684;2.074;
251450;São José de Piranhas;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25145040] Prefeitura Municipal de São José de Piranhas - PMSJP";"Água; Res. Sólidos";19.956;16.001;
251460;São José do Bonfim;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25146040] SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE - SEMMA";"Água; Res. Sólidos";3.492;2.057;
251465;São José do Brejo do Cruz;PB;2015;"[25146511] Prefeitura Municipal de São José do Brejo do Cruz - PMSJBC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25146540] PREFEITURA MUNICIPAL DE SÃO JOSÉ DO BREJO DO CRUZ - PMSJBC";"Esgoto; Água; Res. Sólidos";1.780;1.318;400
251470;São José do Sabugi;PB;2015;"[25147011] Prefeitura Municipal de São José do Sabugi - PMSJS; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25147040] Secretaria de Infraestrutura do Municipio - SIM";"Esgoto; Água; Res. Sólidos";4.124;3.375;2.212
251480;São José dos Cordeiros;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;3.729;2.487;
251445;São José dos Ramos;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25144540] Prefeitura Municípial de São José dos Ramos-PB - PMSJR";"Água; Res. Sólidos";5.870;2.622;
251490;São Mamede;PB;2015;"[25149011] Prefeitura Municipal de São Mamede - PMSM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25149040] Prefeitura Municipal de São Mamede - PMSM";"Esgoto; Água; Res. Sólidos";7.756;7.232;5.935
251510;São Sebastião de Lagoa de Roça;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25151040] Prefeitura Municipal de Sao Sebastiao de Lagoa de Roca - PB";"Água; Res. Sólidos";11.677;5.425;
251520;São Sebastião do Umbuzeiro;PB;2015;"[25152011] Prefeitura Municipal de São Sebastião do Umbuzeiro - PMSSU; [25152040] PREFEITURA MUNICIPAL DE SÃO SEBASTIÃO DO UMBUZEIRO - PMSSU";"Água e Esgoto; Res. Sólidos";3.440;2.500;2.300
251530;Sapé;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25153040] Prefeitura Municipal de Sapé - PMS";"Água e Esgoto; Res. Sólidos";52.218;34.410;10.941
251540;Seridó;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25154040] PREFEITURA MUNICIPAL DE SÃO VICENTE DO SERIDÓ - PMSVS";"Água; Res. Sólidos";10.900;4.412;
251550;Serra Branca;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;13.564;10.630;
251560;Serra da Raiz;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25156040] PREFEITURA MUNICIPAL DE SERRA DA RAIZ - PMSR";"Água; Res. Sólidos";3.154;2.335;
251570;Serra Grande;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25157040] Prefeitura Municipal de Serra Grande - PMSG";"Água; Res. Sólidos";3.078;2.539;
251580;Serra Redonda;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25158040] PREFEITURA MUNICIPAL DE SERRA REDONDA - PMSR";"Água; Res. Sólidos";7.053;;
251590;Serraria;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25159040] PREFEITURA MUNICIPAL DE SERRARIA - PMS";"Água; Res. Sólidos";6.153;3.958;
251593;Sertãozinho;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25159340] Prefeitura Municipal de Sertãozinho - PMS";"Água; Res. Sólidos";4.892;4.379;
251597;Sobrado;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;7.712;2.085;
251600;Solânea;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25160040] Secretária de Serviços Públicos, Transportes e Estradas - SEINFRA";"Água; Res. Sólidos";26.734;18.844;
251610;Soledade;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25161040] Prefeitura Municipal de Soledade - PMS";"Água; Res. Sólidos";14.714;12.425;
251620;Sousa;PB;2015;"[25162011] Departamento de Água, Esgoto e Saneamento Ambiental de Sousa - DAESA; [25162040] Departamento de Água, Esgotos e Saneamento Ambiental de Sousa - DAESA";"Água e Esgoto; Res. Sólidos";68.822;61.453;28.819
251630;Sumé;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água e Esgoto;16.784;14.948;4.375
251640;Tacima;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25164040] Prefeitura Municipal Tacima - PMT";"Água; Res. Sólidos";10.822;6.037;
251650;Taperoá;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;15.376;;
251660;Tavares;PB;2015;"[25166011] Prefeitura Municipal de Tavares - PMT; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25166040] SECRETARIA DE OBRAS E SERVIÇOS URBANOS - SOSU";"Esgoto; Água; Res. Sólidos";14.568;10.383;6.811
251670;Teixeira;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25167040] Secretaria de Obras e Serviços Urbanos - sosu";"Água; Res. Sólidos";14.974;9.520;
251675;Tenório;PB;2015;"[25167511] Prefeitura Municipal de Tenório - PMT; [25167540] Prefeitura Municipal de Tenório - PMT";"Água e Esgoto; Res. Sólidos";3.011;1.200;1
251680;Triunfo;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25168040] Prefeitura Municipal de Triunfo - PMT";"Água; Res. Sólidos";9.447;;
251690;Uiraúna;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25169040] PREFEITURA MUNICIPAL DE UIRAÚNA - PMU";"Água; Res. Sólidos";15.228;12.794;
251700;Umbuzeiro;PB;2015;"[25170011] Prefeitura Municipal de Umbuzeiro - PMU; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25170040] Prefeitura Municipal de Umbuzeiro - PMU";"Esgoto; Água; Res. Sólidos";9.889;1.360;1.000
251710;Várzea;PB;2015;"[25171011] Prefeitura Municipal de Várzea - PMV; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25171040] Prefeitura Municipal de Várzea - PB - PMV";"Esgoto; Água; Res. Sólidos";2.747;2.426;1.800
251720;Vieirópolis;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25172040] SECRETARIA DE OBRAS E SERVIÇOS PÚBLICOS - SOSP";"Água; Res. Sólidos";5.295;1.186;
250550;Vista Serrana;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;3.744;2.900;
251740;Zabelê;PB;2015;"[25174011] Prefeitura Municipal de Zabelê - PMZ; [25174040] Prefeitura Municipal de Zabelê - PMZ";"Água; Res. Sólidos";2.208;1.566;
260005;Abreu e Lima;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água e Esgoto;98.602;86.526;22.002
260010;Afogados da Ingazeira;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26001040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS  PÚBLICOS - PMAI";"Água; Res. Sólidos";36.709;36.709;
260020;Afrânio;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;19.031;9.755;
260030;Agrestina;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;24.256;23.436;
260040;Água Preta;PE;2015;[26004011] Serviço Autônomo de Água e Esgoto - SAAE;Água;35.698;19.571;
260050;Águas Belas;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26005040] SECRETARIA DE INFRAESTRUTURA - SEINFRA";"Água; Res. Sólidos";42.566;20.270;
260060;Alagoinha;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26006040] Prefeitura Municipal de Alagoinha - PMA";"Água; Res. Sólidos";14.341;6.273;
260070;Aliança;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;38.255;24.440;
260080;Altinho;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;22.876;18.190;
260090;Amaraji;PE;2015;[26009011] Serviço Autônomo de Água e Esgoto - SAAE;Água;22.643;20.000;
260100;Angelim;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26010040] Prefeitura Municipal de Angelim - PMA";"Água; Res. Sólidos";10.882;7.541;
260105;Araçoiaba;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;19.816;5.554;
260110;Araripina;PE;2015;"[26011011] Prefeitura Municipal de Araripina - PMA; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26011040] Prefeitura Municipal de Araripina - PMA";"Esgoto; Água; Res. Sólidos";82.800;53.978;35.531
260120;Arcoverde;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água e Esgoto;72.625;67.787;3.859
260130;Barra de Guabiraba;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;13.953;13.764;
260140;Barreiros;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água e Esgoto;42.220;35.219;13.555
260150;Belém de Maria;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26015040] Prefeitura Municipal de Belém de Maria - PMBM";"Água; Res. Sólidos";11.888;8.448;
260160;Belém de São Francisco;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;20.675;15.175;
260170;Belo Jardim;PE;2015;"[26017011] Prefeitura Municipal de Belo Jardim - PMBJ; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26017040] Prefeitura Municipal de Belo Jardim - PMBJ";"Esgoto; Água; Res. Sólidos";75.462;75.462;53.155
260180;Betânia;PE;2015;"[26018011] Prefeitura Municipal de Betania - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA";"Esgoto; Água";12.539;5.691;3.878
260190;Bezerros;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;60.386;48.789;
260200;Bodocó;PE;2015;"[26020011] Prefeitura Municipal de Bodocó - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26020040] Prefeitura Municipal de Bodocó - PMB";"Esgoto; Água; Res. Sólidos";37.317;17.068;20.037
260210;Bom Conselho;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;47.760;30.960;
260220;Bom Jardim;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;38.924;24.988;
260230;Bonito;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;38.094;32.321;
260240;Brejão;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;8.989;4.013;
260250;Brejinho;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26025040] PREFEITURA MUNICIPAL DE BREJINHO - PMB";"Água; Res. Sólidos";7.464;4.740;
260260;Brejo da Madre de Deus;PE;2015;"[26026011] Prefeitura Municipal de Brejo da Madre de Deus - PMBMD; [26116000] Companhia Pernambucana de Saneamento - COMPESA";"Esgoto; Água";49.092;27.327;20.000
260270;Buenos Aires;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26027040] PREFEITURA MUNICIPAL DE BUENOS AIRES - PMBA";"Água; Res. Sólidos";13.012;9.374;
260280;Buíque;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;56.523;17.066;
260290;Cabo de Santo Agostinho;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26029040] Prefeitura Municipal do Cabo de Santo Agostinho - PMCSA";"Água e Esgoto; Res. Sólidos";200.546;167.430;23.981
260300;Cabrobó;PE;2015;"[26030011] Prefeitura Municipal de Cabrobó - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26030040] Secretaria de Infraestrutua Urbana - SEINFRA";"Esgoto; Água; Res. Sólidos";33.247;27.637;21.320
260310;Cachoeirinha;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;19.951;17.392;
260320;Caetés;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26032040] Prefeitura Municipal de Caetés - PMC";"Água; Res. Sólidos";28.145;6.536;
260330;Calçado;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26033040] Prefeitura Municipal de Calçado - PMC";"Água; Res. Sólidos";11.136;3.922;
260340;Calumbi;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;5.745;2.649;
260345;Camaragibe;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26034540] Diretoria de Limpeza Urbana - DILURB";"Água e Esgoto; Res. Sólidos";154.054;120.819;2.734
260350;Camocim de São Félix;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26035040] Prefeitura Municipal de Camocim - PMC";"Água; Res. Sólidos";18.292;13.072;
260360;Camutanga;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;8.450;6.631;
260370;Canhotinho;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26037040] Prefeitura Municipal de Canhotinho - PMC";"Água; Res. Sólidos";24.837;14.181;
260380;Capoeiras;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;19.997;7.092;
260390;Carnaíba;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;19.318;11.972;
260392;Carnaubeira da Penha;PE;2015;"[26039211] Prefeitura Municipal de Carnaubeira da Penha - PMCP; [26039240] Prefeitura Municipal - PM";"Água e Esgoto; Res. Sólidos";12.603;3.200;3.200
260400;Carpina;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;81.054;76.048;
260410;Caruaru;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041040] Prefeitura Municipal Caruaru - PMC";"Água e Esgoto; Res. Sólidos";347.088;339.749;152.841
260415;Casinhas;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041540] Prefeitura Muncipal de Casinhas - PMC";"Água; Res. Sólidos";14.219;1.670;
260420;Catende;PE;2015;[26042011] Serviço Autônomo de Água e Esgoto - SAAE;Água;41.369;35.200;
260430;Cedro;PE;2015;"[26043011] Prefeitura Municipal de Cedro - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26043040] Prefeitura Municipal de Cedro - PMC";"Esgoto; Água; Res. Sólidos";11.515;8.525;6.721
260440;Chã de Alegria;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;13.206;8.908;
260450;Chã Grande;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26045040] Prefeitura Municipal de Chã Grande - PMCG";"Água; Res. Sólidos";21.274;13.598;
260460;Condado;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26046040] Prefeitura Municipal de Condado - PMC";"Água; Res. Sólidos";25.823;12.491;
260470;Correntes;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;17.968;12.129;
260480;Cortês;PE;2015;[26048011] Prefeitura Municipal de Cortês - PMC;Água;12.602;8.497;
260490;Cumaru;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;13.132;7.009;
260500;Cupira;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;23.841;23.841;
260510;Custódia;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051040] Prefeitura Municipal de Custódia - PMC";"Água; Res. Sólidos";36.184;21.359;
260515;Dormentes;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051540] SECRETARIA DE AGRICULTURA, INFRAESTRUTURA, RECURSOS HÍDRICOS E MEIO AMBIENTE - SEAGRIMA";"Água e Esgoto; Res. Sólidos";18.321;7.873;5.077
260520;Escada;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26052040] Prefeitura Municipal de Escada - PME";"Água; Res. Sólidos";67.381;49.730;
260530;Exu;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;31.928;18.481;
260540;Feira Nova;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;21.710;18.432;
260545;Fernando de Noronha;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água e Esgoto;2.930;2.930;2.129
260550;Ferreiros;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26055040] PREFEITURA MUNICIPAL DE FERREIROS - PMF";"Água; Res. Sólidos";11.957;9.935;
260560;Flores;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;22.588;12.911;
260570;Floresta;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26057040] PREFEITURA MUNICIPAL DE FLORESTA - PMF";"Água; Res. Sólidos";31.809;27.172;
260580;Frei Miguelinho;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;15.137;6.063;
260590;Gameleira;PE;2015;[26059011] Serviço Autônomo de Água e Esgoto da Gameleira - SAAEG;Água;30.132;18.836;
260600;Garanhuns;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água e Esgoto;136.949;136.949;13.707
260610;Glória do Goitá;PE;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;30.220;16.508;
260620;Goiana;PE;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26062040] SECRETARIA DE MANUTENÇÃO GERAL E ABASTECIMENTO - SEMANGES";"Água; Res. Sólidos";78.618;45.319;
260630;Granito;PE;2015;"[26063011] Prefeitura Municipal de Granito - PMG; [26116000] Companhia Pernambucana de Saneamento - COMPESA";"Esgoto; Água";7.308;3.756;3.368
